Time (ms), Y Gyro (deg per sec)
10113,11.8529634475708
10273,10.952737808227539
10363,10.652663230895996
10463,11.252813339233398
10502,12.00300121307373
10673,12.00300121307373
10743,12.153038024902344
10863,11.402851104736328
10963,11.552887916564941
11102,12.903225898742676
11192,10.952737808227539
11272,11.252813339233398
11362,11.402851104736328
11472,11.8529634475708
11572,10.502625465393066
11672,11.552887916564941
11772,12.153038024902344
11872,11.402851104736328
11971,12.303075790405273
12071,11.102775573730469
12182,11.252813339233398
12271,11.402851104736328
12341,11.8529634475708
12481,12.153038024902344
12571,12.00300121307373
12671,13.203300476074219
12771,11.402851104736328
12871,12.153038024902344
12931,12.903225898742676
13060,12.153038024902344
13170,12.753188133239746
13271,11.8529634475708
13370,12.00300121307373
13470,11.552887916564941
13540,11.402851104736328
13680,12.903225898742676
13720,11.8529634475708
13870,12.753188133239746
13970,11.8529634475708
14070,11.402851104736328
14180,11.252813339233398
14269,11.102775573730469
14302,12.303075790405273
14402,10.502625465393066
14599,11.102775573730469
14689,12.453113555908203
14779,11.8529634475708
14869,12.00300121307373
14969,11.402851104736328
15099,11.102775573730469
15189,11.252813339233398
15279,12.453113555908203
15319,13.803450584411621
15469,11.8529634475708
15548,10.652663230895996
15668,11.102775573730469
15768,12.903225898742676
15868,12.00300121307373
15968,11.8529634475708
16068,12.903225898742676
16168,11.252813339233398
16238,12.153038024902344
16338,11.8529634475708
16428,12.303075790405273
16502,13.803450584411621
16668,13.203300476074219
16767,12.153038024902344
16867,12.303075790405273
16957,12.00300121307373
17097,11.252813339233398
17187,11.552887916564941
17227,12.303075790405273
17327,12.453113555908203
17467,11.402851104736328
17502,11.552887916564941
17667,11.402851104736328
17767,11.8529634475708
17867,11.8529634475708
17966,12.00300121307373
18066,11.8529634475708
18166,12.303075790405273
18266,11.552887916564941
18366,10.952737808227539
18476,13.053263664245605
18566,11.102775573730469
18666,12.303075790405273
18756,12.753188133239746
18865,11.552887916564941
18946,11.552887916564941
19065,12.453113555908203
19165,11.552887916564941
19265,13.203300476074219
19365,12.00300121307373
19402,12.153038024902344
19515,12.00300121307373
19665,11.552887916564941
19765,11.8529634475708
19865,12.753188133239746
19965,11.552887916564941
20124,10.952737808227539
20274,12.153038024902344
20364,11.8529634475708
20464,10.502625465393066
20574,12.453113555908203
20674,13.053263664245605
20764,11.402851104736328
20804,12.00300121307373
20974,12.153038024902344
21074,11.8529634475708
21173,10.652663230895996
21263,11.252813339233398
21363,11.8529634475708
21463,12.153038024902344
21523,12.303075790405273
21673,12.903225898742676
21763,13.203300476074219
21853,12.753188133239746
21963,13.053263664245605
22003,12.753188133239746
22173,11.8529634475708
22213,12.303075790405273
22363,11.102775573730469
22412,11.402851104736328
22592,12.153038024902344
22682,11.552887916564941
22772,11.252813339233398
22872,12.153038024902344
22972,12.153038024902344
23092,11.402851104736328
23182,11.8529634475708
23272,12.453113555908203
23302,12.00300121307373
23422,10.952737808227539
23561,12.753188133239746
23671,12.303075790405273
23771,12.153038024902344
23871,13.053263664245605
23971,10.502625465393066
24071,11.8529634475708
24181,10.202550888061523
24271,10.502625465393066
24371,12.303075790405273
24471,11.402851104736328
24511,10.502625465393066
24660,10.952737808227539
24750,10.502625465393066
24870,12.753188133239746
24910,10.952737808227539
25090,12.903225898742676
25180,12.903225898742676
25240,12.153038024902344
25370,11.102775573730469
25460,12.153038024902344
25560,11.552887916564941
25630,10.202550888061523
25769,12.153038024902344
25869,12.453113555908203
25969,11.8529634475708
26069,12.453113555908203
26169,12.753188133239746
26269,11.552887916564941
26369,13.203300476074219
26409,12.153038024902344
26569,10.652663230895996
26668,12.153038024902344
26769,11.8529634475708
26828,11.252813339233398
26968,10.502625465393066
27098,11.552887916564941
27188,11.402851104736328
27218,13.203300476074219
27308,11.402851104736328
27468,10.652663230895996
27598,12.153038024902344
27678,11.552887916564941
27768,12.903225898742676
27867,12.00300121307373
27967,12.153038024902344
28097,13.053263664245605
28187,11.552887916564941
28277,11.8529634475708
28367,12.453113555908203
28427,11.552887916564941
28567,10.952737808227539
28667,11.552887916564941
28767,12.153038024902344
28847,10.502625465393066
28967,10.652663230895996
29067,11.252813339233398
29166,12.453113555908203
29266,12.153038024902344
29366,13.053263664245605
29466,12.303075790405273
29596,10.502625465393066
29676,12.303075790405273
29766,10.652663230895996
29866,12.903225898742676
29966,11.552887916564941
30095,12.753188133239746
30195,11.552887916564941
30286,12.453113555908203
30375,12.453113555908203
30465,12.903225898742676
30575,12.453113555908203
30675,12.753188133239746
30765,13.203300476074219
30865,11.402851104736328
30965,10.352588653564453
31075,8.70217514038086
31175,11.8529634475708
31245,12.303075790405273
31365,12.00300121307373
31464,13.353338241577148
31502,11.102775573730469
31674,12.303075790405273
31724,12.453113555908203
31802,13.053263664245605
31964,11.402851104736328
32094,10.352588653564453
32184,11.102775573730469
32274,12.153038024902344
32302,11.102775573730469
32463,11.252813339233398
32593,12.153038024902344
32683,12.00300121307373
32773,12.00300121307373
32863,12.00300121307373
32963,13.353338241577148
33073,10.652663230895996
33173,11.8529634475708
33223,12.303075790405273
33363,12.753188133239746
33463,12.753188133239746
33573,12.453113555908203
33673,13.053263664245605
33762,11.252813339233398
33812,11.102775573730469
33962,12.753188133239746
34022,12.303075790405273
34132,11.8529634475708
34222,12.303075790405273
34372,12.153038024902344
34472,12.153038024902344
34512,11.552887916564941
34622,12.153038024902344
34771,12.153038024902344
34871,12.903225898742676
34971,12.303075790405273
35071,11.402851104736328
35181,11.8529634475708
35271,13.203300476074219
35371,11.552887916564941
35451,12.00300121307373
35591,12.00300121307373
35681,11.402851104736328
35771,11.552887916564941
35871,12.303075790405273
35940,12.153038024902344
36070,12.453113555908203
36180,11.402851104736328
36270,12.00300121307373
36370,12.00300121307373
36470,12.303075790405273
36600,11.252813339233398
36690,11.402851104736328
36770,11.552887916564941
36869,11.102775573730469
36930,12.453113555908203
37059,12.753188133239746
37169,11.8529634475708
37269,13.95348834991455
37369,11.252813339233398
37469,11.252813339233398
37529,12.303075790405273
37619,11.402851104736328
37769,11.402851104736328
37869,12.153038024902344
37969,10.352588653564453
38069,12.153038024902344
38168,12.00300121307373
38268,11.102775573730469
38368,12.453113555908203
38468,11.552887916564941
38568,12.453113555908203
38668,12.303075790405273
38768,11.402851104736328
38868,10.952737808227539
38968,11.8529634475708
39068,11.552887916564941
39168,11.8529634475708
39267,12.753188133239746
39367,13.203300476074219
39467,11.552887916564941
39567,12.153038024902344
39667,11.402851104736328
39737,11.402851104736328
39867,12.453113555908203
39927,11.8529634475708
40127,11.552887916564941
40277,12.00300121307373
40367,11.402851104736328
40467,11.8529634475708
40506,12.00300121307373
40676,10.502625465393066
40766,11.8529634475708
40866,12.303075790405273
40966,12.903225898742676
41096,12.903225898742676
41186,10.952737808227539
41276,11.552887916564941
41366,12.153038024902344
41446,11.402851104736328
41596,11.8529634475708
41675,10.952737808227539
41765,11.252813339233398
41865,12.453113555908203
41965,12.453113555908203
42075,12.00300121307373
42175,11.402851104736328
42265,12.00300121307373
42365,11.252813339233398
42415,12.303075790405273
42575,10.952737808227539
42674,11.8529634475708
42774,11.402851104736328
42864,12.453113555908203
42964,11.8529634475708
43014,10.502625465393066
43174,13.653413772583008
43224,11.402851104736328
43364,13.053263664245605
43464,12.00300121307373
43594,12.303075790405273
43684,11.402851104736328
43773,10.352588653564453
43863,12.303075790405273
43963,12.00300121307373
44073,10.952737808227539
44173,11.402851104736328
44253,12.753188133239746
44343,13.053263664245605
44433,13.203300476074219
44563,11.102775573730469
44663,11.252813339233398
44763,10.502625465393066
44863,11.402851104736328
44963,10.652663230895996
45092,11.8529634475708
45182,10.652663230895996
45272,12.453113555908203
45372,11.8529634475708
45472,13.053263664245605
45592,12.303075790405273
45682,10.952737808227539
45742,11.252813339233398
45872,12.453113555908203
45922,11.402851104736328
46071,13.803450584411621
46171,10.052513122558594
46271,11.8529634475708
46371,12.753188133239746
46471,10.652663230895996
46571,12.303075790405273
46671,10.352588653564453
46771,12.753188133239746
46871,11.252813339233398
46981,11.552887916564941
47070,11.402851104736328
47170,12.903225898742676
47260,12.00300121307373
47370,11.552887916564941
47460,12.153038024902344
47570,12.303075790405273
47670,12.153038024902344
47770,11.102775573730469
47870,12.753188133239746
47920,11.8529634475708
48100,12.00300121307373
48190,11.102775573730469
48269,12.903225898742676
48369,13.053263664245605
48469,12.00300121307373
48569,11.402851104736328
48669,12.753188133239746
48769,11.8529634475708
48802,12.153038024902344
48979,11.552887916564941
49069,11.402851104736328
49169,12.453113555908203
49219,12.453113555908203
49369,11.8529634475708
49469,10.952737808227539
49548,12.753188133239746
49668,11.8529634475708
49768,12.00300121307373
49828,12.753188133239746
49968,12.153038024902344
50028,12.00300121307373
50158,12.753188133239746
50238,12.00300121307373
50328,11.8529634475708
50478,11.552887916564941
50567,11.102775573730469
50667,11.8529634475708
50767,10.502625465393066
50827,10.652663230895996
50907,11.8529634475708
51067,11.102775573730469
51167,11.252813339233398
51227,11.402851104736328
51367,11.8529634475708
51467,12.753188133239746
51596,10.652663230895996
51677,11.8529634475708
51767,12.00300121307373
51866,12.303075790405273
51966,12.753188133239746
52026,11.8529634475708
52166,12.00300121307373
52266,9.452363014221191
52366,11.252813339233398
52456,12.453113555908203
52566,12.303075790405273
52666,12.453113555908203
52765,12.153038024902344
52865,12.153038024902344
52965,11.402851104736328
53065,12.903225898742676
53175,12.00300121307373
53265,10.652663230895996
53365,12.453113555908203
53465,11.402851104736328
53595,13.203300476074219
53655,12.153038024902344
53765,10.652663230895996
53865,11.8529634475708
53965,13.353338241577148
54094,12.303075790405273
54184,12.903225898742676
54274,11.402851104736328
54364,11.102775573730469
54464,12.153038024902344
54574,10.052513122558594
54674,12.153038024902344
54764,11.8529634475708
54864,12.903225898742676
54964,12.303075790405273
55074,12.453113555908203
55173,13.053263664245605
55263,12.153038024902344
55363,10.352588653564453
55443,12.00300121307373
55563,11.402851104736328
55663,12.453113555908203
55703,12.153038024902344
55803,13.053263664245605
55963,11.552887916564941
56033,11.552887916564941
56173,12.303075790405273
56263,12.00300121307373
56363,12.753188133239746
56462,10.202550888061523
56572,11.552887916564941
56672,11.402851104736328
56772,12.153038024902344
56802,10.502625465393066
56912,11.402851104736328
57072,12.303075790405273
57172,11.552887916564941
57272,13.053263664245605
57371,12.303075790405273
57471,13.053263664245605
57571,10.652663230895996
57671,13.203300476074219
57751,10.952737808227539
57871,12.303075790405273
57971,12.00300121307373
58031,10.652663230895996
58171,11.102775573730469
58271,12.153038024902344
58371,12.303075790405273
58411,12.303075790405273
58590,11.8529634475708
58641,11.252813339233398
58770,12.153038024902344
58870,11.8529634475708
58970,12.303075790405273
59070,10.352588653564453
59170,11.402851104736328
59270,11.102775573730469
59360,11.552887916564941
59470,12.753188133239746
59570,11.252813339233398
59669,11.252813339233398
59769,12.00300121307373
59869,10.952737808227539
59969,11.402851104736328
60099,12.903225898742676
60199,11.552887916564941
60289,13.653413772583008
60329,11.552887916564941
60469,13.353338241577148
60569,11.252813339233398
60669,13.053263664245605
60709,12.903225898742676
60869,12.153038024902344
60958,11.552887916564941
61078,11.402851104736328
61178,12.153038024902344
61268,11.8529634475708
61368,11.252813339233398
61468,12.453113555908203
61568,11.252813339233398
61668,12.00300121307373
61708,10.352588653564453
61878,10.652663230895996
61967,12.00300121307373
62067,10.202550888061523
62167,10.352588653564453
62267,11.102775573730469
62327,11.402851104736328
62467,11.402851104736328
62577,10.652663230895996
62677,9.75243854522705
62757,11.252813339233398
62867,10.952737808227539
62967,11.402851104736328
63067,11.102775573730469
63166,13.053263664245605
63266,12.153038024902344
63366,10.652663230895996
63466,10.502625465393066
63566,12.303075790405273
63666,11.8529634475708
63766,11.252813339233398
63866,11.252813339233398
63966,10.952737808227539
64065,12.753188133239746
64165,10.952737808227539
64265,11.252813339233398
64365,10.052513122558594
64465,11.102775573730469
64565,11.252813339233398
